room_type,price,review_scores_rating,accommodates,bedrooms,beds,bed_type,host_is_superhost,bathrooms,availability_365,number_of_reviews,city_normalized,distance_to_city
Entire Home/Apt,829.66,66.3,9.9,2.4,1.1,Real Bed,0,1.6,228,85.9,San Francisco,7.522306
Hotel Room,503.48,81.2,1.9,4.0,4.2,Futon,0,1.0,316,228.7,Seattle,2.818459
Private Room,383.28,52.8,4.8,2.5,1.6,Couch,1,1.9,20,74.0,Chicago,21.913214
Private Room,394.43,51.2,3.8,2.9,1.9,Couch,0,2.5,175,261.9,New York,8.85747
Private Room,815.43,72.5,9.1,2.6,3.3,Couch,0,2.7,55,296.0,Chicago,27.897757
Hotel Room,361.77,66.6,8.8,3.6,2.1,Pull-out Sofa,0,2.6,290,60.8,San Francisco,23.228456
Private Room,248.61,71.9,3.1,2.4,3.6,Couch,0,1.8,299,37.8,San Francisco,6.982784
Hotel Room,130.45,63.1,1.7,4.9,3.4,Airbed,1,2.5,294,83.4,Seattle,33.623467
Private Room,493.36,58.2,6.6,4.7,1.4,Couch,1,1.6,142,293.2,San Francisco,2.004245
Shared Room,508.03,84.5,4.0,4.4,3.6,Futon,1,1.1,225,94.8,Seattle,7.192782
Entire Home/Apt,848.86,75.7,7.0,4.7,4.7,Couch,0,2.4,7,137.6,Los Angeles,35.308047
Shared Room,260.18,60.0,1.3,2.8,1.6,Airbed,1,2.3,123,351.3,San Francisco,26.864916
Entire Home/Apt,411.94,66.0,2.2,3.1,3.4,Couch,0,2.6,245,124.2,Chicago,14.814715
Hotel Room,817.99,79.6,7.2,4.0,2.4,Real Bed,0,2.2,100,198.8,Chicago,9.83206
Shared Room,832.44,53.6,2.9,3.8,2.8,Airbed,1,1.3,322,464.4,Seattle,32.471903
Private Room,415.38,57.4,8.7,4.6,2.1,Pull-out Sofa,1,2.7,349,412.5,Los Angeles,11.074237
Entire Home/Apt,486.17,53.7,1.5,3.9,2.4,Couch,1,2.3,92,127.7,San Francisco,49.245943
Entire Home/Apt,338.12,90.6,2.9,5.0,1.1,Futon,0,2.6,253,298.8,New York,43.59625
Shared Room,935.93,87.6,10.0,2.4,4.9,Couch,0,2.5,79,332.9,New York,7.47574
Hotel Room,162.71,87.7,4.9,4.3,3.5,Futon,0,1.6,297,450.1,Chicago,43.098476
Shared Room,937.06,85.8,7.3,3.8,3.0,Real Bed,0,1.1,30,273.7,San Francisco,17.907096
Hotel Room,699.67,83.5,2.6,3.8,2.5,Pull-out Sofa,1,1.4,329,280.6,New York,25.009109
Hotel Room,554.99,73.8,6.5,2.3,3.2,Airbed,1,1.2,298,444.2,Seattle,7.99839
Entire Home/Apt,81.03,82.1,7.5,4.1,2.5,Airbed,0,1.5,281,27.2,San Francisco,6.81004
Shared Room,501.82,51.9,3.8,4.6,2.4,Pull-out Sofa,0,1.9,11,314.1,Chicago,43.409155
Shared Room,437.36,81.1,8.5,1.9,2.9,Real Bed,1,2.8,126,208.3,Los Angeles,31.86521
Hotel Room,203.16,88.9,6.4,3.5,2.1,Real Bed,1,2.7,359,454.9,Seattle,23.562589
Shared Room,673.59,75.0,4.5,2.6,1.7,Couch,0,2.4,186,480.3,Seattle,2.772029
Private Room,972.59,67.9,6.0,5.0,3.2,Real Bed,1,1.0,68,85.1,San Francisco,46.176137
Private Room,584.08,63.9,6.2,2.9,4.4,Couch,0,1.7,328,140.7,Los Angeles,19.428323
Shared Room,729.02,82.1,2.5,1.9,1.6,Futon,0,2.4,10,136.7,Seattle,21.415809
Shared Room,115.03,84.6,4.6,2.5,1.1,Pull-out Sofa,0,1.3,302,50.3,Los Angeles,15.200667
Hotel Room,446.78,93.5,4.1,3.6,2.0,Futon,0,2.6,22,241.5,Chicago,44.673211
Private Room,160.54,67.1,4.6,1.3,4.9,Futon,1,2.8,336,256.5,Seattle,17.884654
Private Room,632.16,88.5,7.8,3.4,4.3,Futon,1,1.7,332,286.5,New York,9.538216
Entire Home/Apt,941.56,78.1,5.3,4.7,3.4,Futon,0,2.4,208,331.5,Chicago,25.527303
Hotel Room,678.69,94.1,9.5,4.4,4.7,Airbed,0,1.3,214,31.5,Chicago,39.29314
Entire Home/Apt,122.96,76.4,3.6,1.3,2.8,Real Bed,0,2.4,122,311.2,Seattle,19.195585
Private Room,386.93,75.9,4.7,5.0,4.9,Pull-out Sofa,0,1.0,72,456.9,New York,32.950261
Hotel Room,573.13,78.9,8.1,3.8,2.2,Pull-out Sofa,0,1.3,209,227.5,Los Angeles,15.906991
Shared Room,433.05,87.5,5.9,1.6,2.0,Futon,1,2.4,310,53.4,New York,36.268353
Hotel Room,841.96,98.2,5.9,1.0,3.6,Pull-out Sofa,0,2.4,273,43.0,Chicago,33.76747
Shared Room,823.94,53.7,1.5,1.7,2.5,Couch,1,2.3,93,140.9,Seattle,34.356985
Shared Room,631.24,52.7,4.6,4.4,3.5,Pull-out Sofa,0,2.0,235,376.3,New York,32.649474
Hotel Room,404.79,96.9,3.4,1.1,2.2,Futon,0,2.3,153,130.5,New York,8.659304
Shared Room,292.57,76.5,10.0,1.9,3.5,Pull-out Sofa,0,2.5,273,407.2,Chicago,44.511558
Entire Home/Apt,150.58,80.7,3.8,4.0,2.1,Real Bed,0,2.9,212,409.8,Los Angeles,29.701884
Private Room,387.15,74.1,9.0,3.3,1.2,Futon,1,2.8,127,228.6,New York,19.736966
Shared Room,442.51,54.7,7.1,4.1,4.6,Airbed,1,2.6,232,150.4,New York,9.44443
Entire Home/Apt,692.03,88.4,4.1,4.0,4.5,Real Bed,1,2.4,40,298.8,San Francisco,39.395474
Shared Room,675.25,87.4,5.9,1.2,4.9,Pull-out Sofa,0,2.1,288,405.3,Chicago,25.943366
Private Room,116.6,65.6,8.6,4.6,3.9,Airbed,1,1.2,42,32.3,San Francisco,8.217361
Entire Home/Apt,425.5,65.3,9.0,1.9,3.7,Real Bed,0,1.3,269,476.7,Chicago,46.149622
Private Room,222.69,91.9,2.4,3.2,3.2,Couch,0,2.6,313,323.0,Chicago,6.198039
Private Room,198.97,53.6,4.1,3.6,1.5,Real Bed,1,2.6,27,199.1,San Francisco,26.686839
Entire Home/Apt,835.94,94.1,4.0,1.7,1.8,Airbed,0,2.2,269,253.0,Los Angeles,30.918488
Entire Home/Apt,89.82,62.8,1.4,4.9,2.2,Couch,0,1.9,73,192.8,Los Angeles,49.950245
Entire Home/Apt,448.22,79.6,6.4,3.0,4.6,Pull-out Sofa,1,1.1,144,206.3,Chicago,7.90487
Hotel Room,209.79,96.8,8.7,1.2,1.7,Futon,1,1.7,161,297.8,San Francisco,31.06445
Entire Home/Apt,885.36,83.9,4.4,4.7,4.7,Pull-out Sofa,0,1.8,245,30.1,New York,24.359074
Entire Home/Apt,579.19,70.7,7.7,3.3,3.1,Futon,1,2.0,269,87.7,Chicago,13.598615
Entire Home/Apt,269.81,84.5,6.6,3.8,3.9,Futon,1,2.9,210,113.5,Chicago,47.168298
Entire Home/Apt,527.31,67.2,4.4,3.1,1.4,Airbed,1,1.2,279,203.8,Seattle,39.75134
Shared Room,744.91,63.9,2.3,4.3,2.1,Couch,0,2.0,222,185.5,Los Angeles,39.075832
Hotel Room,960.21,99.8,7.4,1.1,4.8,Couch,0,1.7,359,361.1,San Francisco,45.060116
Private Room,259.42,87.5,8.7,2.1,2.1,Real Bed,1,3.0,69,129.6,New York,36.527159
Entire Home/Apt,891.87,82.2,7.2,2.9,2.2,Pull-out Sofa,0,2.7,19,28.5,New York,25.830234
Shared Room,937.59,67.8,1.2,1.3,1.8,Airbed,0,1.9,120,27.7,Chicago,20.185289
Shared Room,920.6,52.5,2.9,3.8,1.5,Pull-out Sofa,1,3.0,172,5.7,New York,35.502543
Shared Room,653.64,51.6,1.6,2.6,1.9,Real Bed,1,2.0,33,19.0,New York,30.537778
Private Room,648.33,77.7,6.1,2.1,3.6,Real Bed,1,1.3,70,429.3,Chicago,27.600947
Entire Home/Apt,433.05,88.1,7.8,1.0,2.8,Airbed,0,2.1,32,348.6,Los Angeles,29.8638
Hotel Room,764.78,76.9,2.0,3.9,3.2,Real Bed,0,1.5,261,498.0,Seattle,33.112032
Hotel Room,554.73,92.0,8.5,4.3,1.5,Airbed,0,2.3,271,10.2,Los Angeles,48.466505
Shared Room,693.57,51.7,6.0,2.6,4.2,Real Bed,0,2.9,108,424.5,Los Angeles,37.904745
Private Room,457.04,68.3,7.2,3.3,4.1,Couch,1,2.6,22,348.0,Seattle,9.645202
Private Room,744.92,61.9,9.7,1.9,1.1,Airbed,1,1.5,145,320.2,Chicago,23.87167
Private Room,833.25,72.4,1.8,3.5,2.5,Couch,1,1.6,13,178.3,Los Angeles,34.233842
Hotel Room,189.11,53.6,9.1,1.0,1.3,Couch,1,1.1,305,188.4,San Francisco,9.607043
Shared Room,841.28,97.7,2.1,3.0,4.2,Airbed,1,1.6,316,422.8,San Francisco,46.702622
Entire Home/Apt,563.28,61.2,4.5,3.6,3.9,Pull-out Sofa,0,1.2,35,356.7,Seattle,4.774239
Hotel Room,852.43,96.1,8.7,4.7,4.6,Futon,1,2.0,270,335.2,San Francisco,30.938177
Shared Room,459.74,71.3,9.2,2.5,1.9,Real Bed,0,2.4,260,15.3,Chicago,48.820832
Shared Room,410.09,99.3,5.6,4.1,2.8,Real Bed,0,2.5,52,92.2,New York,36.665546
Entire Home/Apt,919.31,77.7,6.3,3.4,1.7,Pull-out Sofa,1,1.1,47,481.3,Chicago,34.185651
Entire Home/Apt,288.61,96.5,7.4,4.7,2.5,Futon,0,1.7,10,227.2,Seattle,49.8736
Entire Home/Apt,852.0,50.3,8.5,2.6,3.1,Pull-out Sofa,0,1.6,257,390.7,New York,39.798074
Private Room,509.82,87.4,2.1,2.3,1.2,Futon,1,1.2,342,194.7,San Francisco,48.544378
Entire Home/Apt,538.39,95.2,8.3,4.5,3.9,Airbed,0,1.7,279,382.2,Los Angeles,35.245719
Shared Room,343.04,57.0,5.3,1.2,3.2,Airbed,1,1.6,209,59.6,San Francisco,33.60748
Entire Home/Apt,594.39,54.8,5.1,1.5,4.3,Couch,1,2.3,323,21.1,Chicago,38.365806
Shared Room,358.95,71.2,4.8,1.3,2.1,Couch,0,2.8,334,233.1,Chicago,10.248946
Hotel Room,87.31,96.7,5.6,4.4,4.6,Airbed,0,1.9,11,295.8,Seattle,40.483465
Private Room,308.4,77.1,9.5,1.0,5.0,Couch,1,2.5,250,161.9,Los Angeles,48.536876
Hotel Room,56.06,76.4,5.9,4.4,4.7,Airbed,0,1.3,322,358.0,Los Angeles,30.97052
Hotel Room,979.44,57.1,9.6,2.8,4.1,Pull-out Sofa,1,2.8,159,247.9,New York,1.605412
Shared Room,967.46,50.0,2.6,1.0,4.2,Real Bed,1,1.3,35,464.2,New York,4.532527
Hotel Room,425.4,90.5,7.5,2.6,3.3,Airbed,1,1.4,148,42.5,Chicago,12.500654
Shared Room,741.95,54.4,8.3,1.7,1.8,Airbed,1,1.2,197,33.3,Seattle,25.063785
Entire Home/Apt,378.52,81.7,7.1,3.5,3.7,Airbed,1,1.6,245,452.6,Chicago,21.274035
Entire Home/Apt,687.54,95.7,6.5,3.7,3.9,Couch,1,2.1,203,334.6,Los Angeles,48.981388
Shared Room,815.16,60.4,6.1,3.0,4.9,Couch,0,3.0,43,335.6,Los Angeles,47.333795
Entire Home/Apt,949.42,83.3,8.7,1.2,3.2,Couch,1,2.6,314,13.8,Chicago,20.243402
Private Room,430.2,53.9,8.4,3.6,2.1,Couch,0,1.8,318,468.8,Los Angeles,39.921507
Hotel Room,794.13,80.2,2.1,4.4,3.7,Pull-out Sofa,0,2.2,205,385.9,New York,32.181804
Private Room,302.63,58.2,8.6,3.9,4.9,Airbed,0,2.2,240,382.2,Los Angeles,12.913648
Hotel Room,990.82,86.8,4.7,4.3,1.7,Pull-out Sofa,1,2.6,40,456.0,New York,46.627686
Entire Home/Apt,74.48,65.1,3.3,1.8,2.3,Couch,1,2.5,75,289.1,San Francisco,13.716361
Private Room,623.35,73.2,8.8,4.6,3.2,Pull-out Sofa,0,2.1,201,197.3,Seattle,43.646826
Entire Home/Apt,676.53,80.0,4.9,2.3,1.7,Airbed,1,2.3,362,240.3,Seattle,32.244396
Hotel Room,703.64,58.6,8.3,1.1,1.1,Airbed,0,2.5,94,388.6,Los Angeles,31.435228
Shared Room,164.37,87.1,3.4,4.4,2.3,Couch,1,1.3,27,384.4,Seattle,42.08209
Shared Room,941.6,65.1,1.0,4.8,4.5,Airbed,1,1.4,143,304.8,San Francisco,25.2212
Private Room,222.12,83.1,5.5,3.6,1.2,Pull-out Sofa,1,2.4,58,109.0,Los Angeles,42.815324
Entire Home/Apt,641.62,57.9,1.9,1.9,2.7,Futon,0,2.7,128,409.4,New York,27.961195
Entire Home/Apt,261.54,84.4,7.8,2.0,4.0,Airbed,0,1.8,341,323.6,San Francisco,49.247745
Private Room,341.86,56.4,3.5,2.9,4.8,Pull-out Sofa,0,3.0,0,110.6,San Francisco,33.336573
Shared Room,569.14,71.3,5.0,4.6,4.9,Pull-out Sofa,1,1.4,286,240.3,Seattle,19.328968
Hotel Room,446.33,62.4,1.8,1.6,2.7,Pull-out Sofa,1,1.8,21,498.6,New York,38.404835
Private Room,202.21,87.4,3.6,4.3,4.8,Airbed,0,1.8,225,164.2,Chicago,25.984968
Hotel Room,212.39,63.1,8.0,2.2,1.1,Futon,0,2.9,203,58.3,San Francisco,40.495225
Shared Room,447.24,94.1,2.4,4.2,4.0,Couch,0,1.6,186,10.8,Seattle,41.839671
Entire Home/Apt,769.42,94.6,6.8,4.7,3.6,Couch,1,1.9,283,92.3,San Francisco,31.228746
Shared Room,903.07,59.8,9.3,2.7,2.0,Airbed,0,1.4,331,93.5,New York,43.737233
Private Room,129.92,80.7,7.1,2.5,3.0,Airbed,1,2.0,26,429.0,New York,20.767924
Entire Home/Apt,423.45,54.4,8.3,4.2,1.5,Real Bed,1,2.7,342,78.1,Los Angeles,3.811474
Private Room,145.23,69.6,2.0,3.1,4.5,Futon,0,1.6,128,431.3,Chicago,33.469761
Private Room,65.76,85.7,3.3,3.7,2.4,Pull-out Sofa,1,2.6,362,43.4,Chicago,38.458139
Shared Room,678.63,83.0,9.1,3.5,3.5,Pull-out Sofa,1,2.8,94,453.3,Seattle,4.567274
Private Room,622.33,81.2,7.4,1.6,1.6,Couch,1,1.1,65,128.2,Chicago,38.774577
Shared Room,204.87,64.1,6.8,4.4,1.8,Airbed,1,2.5,176,305.7,New York,32.318923
Entire Home/Apt,272.12,68.9,7.0,1.8,5.0,Futon,0,1.5,274,79.9,Chicago,6.704151
Shared Room,72.52,55.1,4.7,4.7,4.0,Couch,1,1.4,155,195.0,Seattle,27.457067
Entire Home/Apt,843.2,86.0,1.4,2.0,4.8,Futon,0,2.2,18,42.9,San Francisco,6.328363
Shared Room,975.96,75.2,8.1,3.9,2.2,Airbed,1,2.4,319,289.8,Chicago,16.759319
Hotel Room,178.69,85.4,7.1,2.1,1.7,Pull-out Sofa,0,1.8,57,172.9,Chicago,40.395261
Hotel Room,269.9,62.4,5.3,2.3,3.0,Real Bed,1,1.1,272,426.1,New York,5.938663
Private Room,874.99,66.2,9.1,2.2,3.0,Futon,0,2.8,197,90.9,New York,23.510003
Shared Room,930.14,66.7,4.0,4.0,1.7,Pull-out Sofa,1,2.5,78,140.0,San Francisco,30.679937
Shared Room,448.65,51.3,3.6,3.2,3.9,Futon,0,1.5,40,88.6,Los Angeles,47.085061
Entire Home/Apt,98.09,67.1,8.9,4.5,2.4,Futon,0,2.0,225,281.9,Chicago,37.126008
Private Room,87.42,90.2,8.2,2.2,1.7,Futon,0,1.1,260,55.9,New York,7.823112
Shared Room,595.25,94.9,5.6,3.8,2.3,Airbed,1,1.7,244,94.7,Los Angeles,48.474558
Private Room,423.25,75.9,2.2,4.0,3.3,Couch,1,2.0,22,339.2,Chicago,24.419924
Hotel Room,77.22,72.8,2.9,1.6,3.9,Futon,0,2.0,196,37.2,Chicago,19.116152
Shared Room,604.09,51.5,6.9,2.6,2.9,Airbed,1,1.4,235,371.6,Los Angeles,7.306849
Shared Room,60.74,94.0,4.5,2.9,3.1,Real Bed,0,2.6,125,52.2,New York,46.740631
Private Room,798.0,50.7,8.5,2.4,1.6,Couch,0,1.6,265,292.7,San Francisco,29.724091
Shared Room,341.11,97.2,9.5,2.3,4.7,Airbed,1,2.2,323,498.9,Chicago,49.411389
Private Room,88.25,74.5,8.3,3.7,4.7,Real Bed,1,1.5,139,86.9,Seattle,9.519428
Shared Room,608.93,67.1,4.4,1.9,3.7,Couch,1,1.9,315,130.5,Seattle,27.745943
Entire Home/Apt,427.8,96.2,8.1,3.8,1.1,Airbed,1,1.4,126,449.2,Seattle,6.384424
Private Room,975.11,51.2,4.2,4.7,3.1,Real Bed,1,2.3,285,313.1,San Francisco,26.689516
Shared Room,566.99,79.1,2.5,3.3,3.5,Airbed,1,1.9,113,246.3,Chicago,44.599799
Hotel Room,311.48,77.4,1.3,3.4,5.0,Real Bed,0,1.0,324,281.4,New York,6.356722
Shared Room,723.97,61.0,4.5,1.3,5.0,Futon,0,1.1,12,147.7,New York,14.212792
Hotel Room,307.92,71.4,9.1,4.5,4.4,Futon,0,1.9,227,427.7,San Francisco,34.437694
Hotel Room,909.03,82.6,3.2,2.1,1.3,Couch,1,1.4,8,372.6,Chicago,4.738065
Entire Home/Apt,405.99,86.4,2.9,3.5,4.8,Real Bed,0,2.2,145,321.2,Los Angeles,23.245261
Private Room,572.38,50.0,9.7,4.9,3.5,Futon,1,1.8,162,465.9,Los Angeles,17.32002
Shared Room,98.04,96.8,1.2,3.4,4.2,Couch,1,2.3,222,289.1,Chicago,42.069261
Entire Home/Apt,454.82,58.2,8.1,3.9,2.6,Pull-out Sofa,1,2.9,215,255.9,Chicago,3.404724
Shared Room,840.75,61.7,3.9,2.8,2.3,Futon,0,2.1,168,487.8,New York,43.306378
Hotel Room,815.37,63.2,1.3,1.2,2.9,Futon,0,2.6,25,103.0,San Francisco,35.47797
Private Room,263.1,51.9,9.3,4.2,1.6,Airbed,1,2.5,124,71.0,San Francisco,15.562336
Shared Room,264.78,56.2,2.3,1.1,2.4,Pull-out Sofa,0,2.8,299,81.1,New York,10.690658
Shared Room,826.44,99.3,6.0,3.8,4.4,Real Bed,1,1.4,249,494.7,Seattle,47.558641
Hotel Room,933.88,65.8,3.5,1.1,1.2,Couch,1,2.7,9,326.1,Los Angeles,28.141491
Shared Room,140.59,55.8,1.6,4.4,1.6,Pull-out Sofa,0,2.8,104,153.0,Chicago,17.894104
Shared Room,477.56,55.3,1.4,1.6,1.5,Real Bed,1,1.8,105,124.5,Los Angeles,3.178957
Hotel Room,370.58,86.0,2.0,3.1,2.6,Futon,1,1.6,0,28.3,Los Angeles,9.123428
Entire Home/Apt,877.15,92.7,1.6,3.4,5.0,Couch,1,2.9,181,66.0,San Francisco,30.310086
Hotel Room,129.35,62.8,7.8,2.8,1.7,Couch,1,2.3,301,454.1,New York,26.14237
Entire Home/Apt,250.57,51.0,5.4,2.4,1.6,Pull-out Sofa,0,1.8,140,373.7,Seattle,38.122896
Private Room,764.84,61.2,4.1,2.9,4.7,Airbed,0,2.6,229,470.8,Seattle,41.907041
Entire Home/Apt,98.73,52.8,4.8,2.2,4.5,Real Bed,1,1.6,63,211.9,New York,20.461565
Entire Home/Apt,517.91,55.2,9.4,2.8,1.1,Pull-out Sofa,1,1.4,77,300.6,Los Angeles,5.945566
Private Room,470.0,71.6,9.2,2.4,4.0,Airbed,1,2.1,231,241.8,New York,39.784958
Entire Home/Apt,367.68,61.5,7.4,3.3,3.6,Airbed,0,2.1,86,440.7,New York,28.133265
Hotel Room,424.84,75.8,9.0,2.0,4.1,Airbed,0,2.7,182,495.7,Chicago,49.009803
Entire Home/Apt,553.44,62.7,3.9,5.0,3.0,Couch,0,1.9,318,466.4,Chicago,40.021146
Private Room,203.3,97.0,4.4,3.0,5.0,Real Bed,0,2.6,145,299.0,Los Angeles,17.124563
Hotel Room,593.4,95.3,6.5,1.8,1.2,Real Bed,0,1.6,316,30.9,San Francisco,21.996017
Private Room,815.16,78.3,6.6,2.9,1.9,Pull-out Sofa,1,2.2,91,308.8,Seattle,12.543223
Private Room,772.15,67.7,5.3,4.5,2.6,Futon,0,1.4,122,48.5,Chicago,26.087926
Shared Room,196.2,69.1,4.6,1.1,2.8,Pull-out Sofa,0,1.8,275,69.4,Los Angeles,35.825523
Shared Room,191.79,70.6,9.9,3.7,4.7,Real Bed,1,2.7,63,95.7,New York,31.011949
Private Room,304.77,86.4,8.4,3.2,3.2,Couch,0,1.4,331,181.7,Chicago,17.76209
Private Room,393.02,72.6,4.9,1.7,1.2,Pull-out Sofa,1,2.6,218,295.9,New York,41.341695
Private Room,438.03,92.8,7.5,4.3,2.6,Futon,1,1.6,191,166.8,New York,6.147879
Shared Room,695.71,97.2,3.4,2.5,2.7,Pull-out Sofa,0,1.1,106,226.1,Chicago,7.98518
Shared Room,103.85,66.8,1.9,2.2,4.9,Airbed,0,1.2,246,23.6,Los Angeles,20.803819
Entire Home/Apt,82.94,78.0,4.2,4.3,3.4,Futon,0,2.5,56,309.9,Seattle,35.409922
Entire Home/Apt,422.32,54.8,4.6,3.6,3.5,Airbed,0,1.5,44,328.5,Los Angeles,35.015098
Private Room,712.31,60.0,1.1,4.6,3.9,Couch,1,2.3,85,49.7,San Francisco,18.959649
Hotel Room,233.76,70.7,8.3,3.5,4.1,Real Bed,1,2.4,37,392.6,San Francisco,35.133787
Hotel Room,659.43,60.3,4.2,4.0,3.5,Pull-out Sofa,0,1.7,181,323.7,Seattle,3.968703
Shared Room,296.84,93.8,6.2,4.3,1.9,Pull-out Sofa,1,1.9,163,244.9,San Francisco,15.211076
Shared Room,891.78,57.9,1.7,1.2,4.5,Airbed,1,1.8,244,276.4,New York,34.994892
Shared Room,900.91,72.8,2.6,4.1,3.9,Airbed,1,2.9,322,251.5,San Francisco,10.018029
Private Room,332.42,80.3,9.0,3.5,4.0,Real Bed,0,1.6,125,26.9,Chicago,11.422889
Hotel Room,268.49,84.6,6.5,1.3,5.0,Pull-out Sofa,1,1.4,206,367.6,New York,5.257248
Entire Home/Apt,440.74,69.2,9.6,3.0,4.2,Real Bed,1,1.7,266,255.9,Los Angeles,18.85908
Private Room,278.51,93.5,10.0,1.3,4.3,Airbed,1,2.3,353,86.4,Seattle,41.421435
Entire Home/Apt,688.76,78.4,4.3,3.9,4.8,Airbed,0,2.4,86,340.4,Chicago,41.981597
Entire Home/Apt,834.76,72.0,3.7,3.2,1.6,Futon,1,2.8,144,347.5,Chicago,43.255764
Private Room,689.44,53.4,8.7,4.8,3.0,Airbed,1,2.8,121,106.7,Seattle,2.798497
Entire Home/Apt,833.13,73.2,10.0,1.7,3.3,Airbed,1,1.6,97,398.2,San Francisco,49.680947
Hotel Room,427.14,91.0,6.7,3.4,2.3,Real Bed,1,1.9,288,228.3,Seattle,25.629421
Entire Home/Apt,198.5,80.7,8.2,1.8,4.4,Futon,1,2.5,132,90.3,Seattle,43.763624
Hotel Room,751.05,91.6,8.0,3.5,4.0,Futon,1,2.8,336,328.8,San Francisco,45.350617
Hotel Room,392.45,74.7,4.2,3.9,3.9,Pull-out Sofa,1,1.7,317,298.4,Los Angeles,26.210414
Hotel Room,687.71,55.9,6.2,3.9,5.0,Couch,0,1.9,64,85.2,Seattle,3.503398
Shared Room,307.11,50.7,8.5,4.3,2.0,Pull-out Sofa,0,2.8,198,436.2,San Francisco,30.276019
Entire Home/Apt,127.17,65.2,7.2,4.4,3.9,Pull-out Sofa,0,1.7,124,427.3,Chicago,17.370579
Private Room,992.95,84.9,1.2,1.3,3.2,Pull-out Sofa,0,2.0,345,418.1,Seattle,11.131567
Private Room,198.39,89.5,4.0,2.4,2.3,Futon,0,2.8,207,199.6,Seattle,9.94255
Entire Home/Apt,989.0,64.8,2.3,3.7,1.6,Real Bed,0,2.6,207,412.3,Los Angeles,28.403947
Shared Room,978.42,74.8,3.1,3.0,4.6,Airbed,1,1.5,299,422.4,Los Angeles,6.119266
Shared Room,804.13,71.1,9.1,1.8,3.4,Futon,0,1.6,120,498.3,Chicago,41.260583
Hotel Room,676.45,70.5,1.3,3.2,4.3,Airbed,0,1.7,141,478.8,Los Angeles,12.137374
Entire Home/Apt,598.92,61.6,3.0,2.6,3.2,Airbed,0,2.8,346,191.4,Chicago,27.915252
Entire Home/Apt,872.8,56.8,3.8,2.6,1.9,Couch,0,3.0,56,99.1,Seattle,7.14755
Private Room,324.97,59.8,6.6,4.2,2.4,Pull-out Sofa,1,2.5,303,146.2,San Francisco,43.121831
Entire Home/Apt,494.3,52.8,5.8,2.6,2.5,Couch,1,2.0,144,247.4,Los Angeles,34.912282
Shared Room,638.42,59.9,3.0,1.1,4.9,Pull-out Sofa,1,1.0,43,402.7,Chicago,11.119572
Entire Home/Apt,440.63,50.5,2.5,1.2,1.0,Futon,1,2.4,131,361.5,Los Angeles,36.071297
Private Room,456.11,81.4,3.1,4.4,4.9,Airbed,0,1.8,80,393.9,Los Angeles,5.062107
Hotel Room,363.77,65.8,5.5,4.8,4.9,Couch,1,2.3,352,190.0,New York,38.838617
Private Room,586.02,98.7,3.4,3.8,5.0,Futon,0,2.2,29,123.5,Seattle,25.026992
Private Room,858.05,59.7,9.5,2.5,2.9,Futon,1,2.0,340,12.1,Los Angeles,6.889
Hotel Room,241.45,67.3,5.2,4.8,4.9,Pull-out Sofa,0,2.9,208,313.1,San Francisco,27.973435
Private Room,937.71,67.9,1.5,3.7,2.6,Airbed,0,1.0,242,397.5,New York,10.842449
Private Room,704.63,50.4,7.6,4.4,1.1,Pull-out Sofa,1,2.4,182,444.6,Chicago,33.965861
Entire Home/Apt,832.11,92.0,4.0,4.1,1.9,Pull-out Sofa,1,1.8,157,238.1,Chicago,35.722361
Entire Home/Apt,578.38,51.6,6.9,2.5,4.8,Futon,1,2.4,145,463.8,San Francisco,38.281163
Hotel Room,790.54,97.0,3.5,2.9,1.1,Pull-out Sofa,1,2.4,339,101.2,San Francisco,44.848654
Entire Home/Apt,65.39,94.6,6.1,1.7,3.2,Real Bed,1,1.0,353,257.2,Seattle,33.092037
Entire Home/Apt,827.46,76.8,7.9,2.2,1.3,Airbed,1,1.6,232,106.9,San Francisco,25.096686
Private Room,88.13,77.2,9.4,4.1,2.1,Pull-out Sofa,1,1.4,91,94.0,Chicago,42.857056
Shared Room,895.42,82.7,3.4,4.6,1.4,Pull-out Sofa,0,1.3,328,476.7,Seattle,45.09236
Entire Home/Apt,992.36,69.4,4.0,3.9,4.4,Couch,1,2.5,171,408.9,San Francisco,39.305916
Shared Room,329.36,82.4,5.2,2.9,3.4,Airbed,0,1.5,189,5.9,San Francisco,47.178981
Entire Home/Apt,249.8,52.2,9.3,1.3,4.6,Airbed,0,1.9,30,134.3,Chicago,48.992263
Entire Home/Apt,777.1,52.7,9.1,1.2,3.8,Pull-out Sofa,1,1.5,108,102.6,Seattle,13.314276
Hotel Room,290.38,72.9,1.8,2.5,4.9,Real Bed,0,2.2,271,73.6,New York,10.001042
Hotel Room,872.28,77.5,2.2,2.9,3.0,Couch,1,2.4,94,348.7,New York,22.981026
Hotel Room,147.7,94.4,5.5,3.4,3.6,Real Bed,0,1.7,76,283.4,Seattle,49.849409
Shared Room,169.66,55.2,2.0,1.0,3.3,Pull-out Sofa,1,2.2,150,227.0,San Francisco,5.335194
Private Room,980.19,91.1,4.1,5.0,2.9,Airbed,1,2.6,141,94.7,San Francisco,35.887706
Entire Home/Apt,690.15,60.5,2.3,2.5,4.4,Airbed,1,1.2,230,138.8,Seattle,42.690947
Entire Home/Apt,854.54,69.7,6.7,4.4,3.6,Real Bed,1,2.4,257,178.1,New York,49.825935
